NACA0009
   1.0000000      0.0000000
   0.9931415      0.0009054
   0.9800915      0.0025275
   0.9657378      0.0042033
   0.9509189      0.0058332
   0.9359323      0.0074013
   0.9208959      0.0089190
   0.9058364      0.0103938
   0.8907605      0.0118287
   0.8756687      0.0132276
   0.8605617      0.0145952
   0.8454422      0.0159355
   0.8303143      0.0172510
   0.8151816      0.0185425
   0.8000465      0.0198108
   0.7849104      0.0210564
   0.7697738      0.0222788
   0.7546365      0.0234776
   0.7394978      0.0246524
   0.7243567      0.0258032
   0.7092129      0.0269303
   0.6940668      0.0280338
   0.6789196      0.0291139
   0.6637725      0.0301697
   0.6486265      0.0312003
   0.6334816      0.0322046
   0.6183375      0.0331817
   0.6031937      0.0341308
   0.5880497      0.0350510
   0.5729060      0.0359418
   0.5577630      0.0368021
   0.5426218      0.0376307
   0.5274830      0.0384261
   0.5123468      0.0391866
   0.4972132      0.0399105
   0.4820816      0.0405964
   0.4669517      0.0412427
   0.4518237      0.0418478
   0.4366984      0.0424104
   0.4215771      0.0429285
   0.4064612      0.0433994
   0.3913519      0.0438199
   0.3762501      0.0441869
   0.3611565      0.0444971
   0.3460709      0.0447476
   0.3309916      0.0449351
   0.3159182      0.0450563
   0.3008600      0.0451075
   0.2858294      0.0450813
   0.2708176      0.0449677
   0.2558034      0.0447630
   0.2407954      0.0444694
   0.2258228      0.0440801
   0.2108829      0.0435812
   0.1959596      0.0429654
   0.1810711      0.0422280
   0.1662387      0.0413538
   0.1514554      0.0403259
   0.1367331      0.0391320
   0.1221058      0.0377510
   0.1075813      0.0361550
   0.0931602      0.0343196
   0.0788872      0.0322255
   0.0648899      0.0298500
   0.0513720      0.0271593
   0.0388437      0.0241605
   0.0279575      0.0208873
   0.0193679      0.0175475
   0.0130403      0.0143288
   0.0085642      0.0113851
   0.0054623      0.0088178
   0.0032137      0.0065185
   0.0016063      0.0043928
   0.0005762      0.0024829
   0.0000661      0.0007974
   0.0000661     -0.0007974
   0.0005762     -0.0024829
   0.0016063     -0.0043928
   0.0032137     -0.0065185
   0.0054623     -0.0088178
   0.0085642     -0.0113851
   0.0130403     -0.0143288
   0.0193679     -0.0175475
   0.0279575     -0.0208873
   0.0388437     -0.0241605
   0.0513720     -0.0271593
   0.0648899     -0.0298500
   0.0788872     -0.0322255
   0.0931602     -0.0343196
   0.1075813     -0.0361550
   0.1221058     -0.0377510
   0.1367331     -0.0391320
   0.1514554     -0.0403259
   0.1662387     -0.0413538
   0.1810711     -0.0422280
   0.1959596     -0.0429654
   0.2108829     -0.0435812
   0.2258228     -0.0440801
   0.2407954     -0.0444694
   0.2558034     -0.0447630
   0.2708176     -0.0449677
   0.2858294     -0.0450813
   0.3008600     -0.0451075
   0.3159182     -0.0450563
   0.3309916     -0.0449351
   0.3460709     -0.0447476
   0.3611565     -0.0444971
   0.3762501     -0.0441869
   0.3913519     -0.0438199
   0.4064612     -0.0433994
   0.4215771     -0.0429285
   0.4366984     -0.0424104
   0.4518237     -0.0418478
   0.4669517     -0.0412427
   0.4820816     -0.0405964
   0.4972132     -0.0399105
   0.5123468     -0.0391866
   0.5274830     -0.0384261
   0.5426218     -0.0376307
   0.5577630     -0.0368021
   0.5729060     -0.0359418
   0.5880497     -0.0350510
   0.6031937     -0.0341308
   0.6183375     -0.0331817
   0.6334816     -0.0322046
   0.6486265     -0.0312003
   0.6637725     -0.0301697
   0.6789196     -0.0291139
   0.6940668     -0.0280338
   0.7092129     -0.0269303
   0.7243567     -0.0258032
   0.7394978     -0.0246524
   0.7546365     -0.0234776
   0.7697738     -0.0222788
   0.7849104     -0.0210564
   0.8000465     -0.0198108
   0.8151816     -0.0185425
   0.8303143     -0.0172510
   0.8454422     -0.0159355
   0.8605617     -0.0145952
   0.8756687     -0.0132276
   0.8907605     -0.0118287
   0.9058364     -0.0103938
   0.9208959     -0.0089190
   0.9359323     -0.0074013
   0.9509189     -0.0058332
   0.9657378     -0.0042033
   0.9800915     -0.0025275
   0.9931415     -0.0009054
   1.0000000      0.0000000
